siteRef,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,Hol_type,day,month,hour,dayOfweek,Conditions,lane,Maximum Temperature,predictions,actual
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,6,0,"Rain, Partially cloudy",Inc,17.0,1760.8,1593.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,7,0,"Rain, Partially cloudy",Inc,17.0,2207.0,1937.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,8,0,"Rain, Partially cloudy",Inc,17.0,1956.4,1907.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,9,0,"Rain, Partially cloudy",Inc,17.0,1634.6,1651.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,10,0,"Rain, Partially cloudy",Inc,17.0,1467.8,1421.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,11,0,"Rain, Partially cloudy",Inc,17.0,1559.2,1564.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,12,0,"Rain, Partially cloudy",Inc,17.0,1650.0,1622.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,13,0,"Rain, Partially cloudy",Inc,17.0,1713.4,1796.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,14,0,"Rain, Partially cloudy",Inc,17.0,2198.8,2233.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,15,0,"Rain, Partially cloudy",Inc,17.0,2706.2,2467.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,16,0,"Rain, Partially cloudy",Inc,17.0,2683.4,2718.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,17,0,"Rain, Partially cloudy",Inc,17.0,2661.2,2649.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,18,0,"Rain, Partially cloudy",Inc,17.0,2281.6,1805.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,19,0,"Rain, Partially cloudy",Inc,17.0,1309.0,1578.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,20,0,"Rain, Partially cloudy",Inc,17.0,915.8,826.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,21,0,"Rain, Partially cloudy",Inc,17.0,720.2,645.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,22,0,"Rain, Partially cloudy",Inc,17.0,250.2,2.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,9,9,23,0,"Rain, Partially cloudy",Inc,17.0,157.0,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,0,1,"Rain, Partially cloudy",Inc,14.0,0.6,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,1,1,"Rain, Partially cloudy",Inc,14.0,0.6,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,2,1,"Rain, Partially cloudy",Inc,14.0,0.0,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,3,1,"Rain, Partially cloudy",Inc,14.0,4.4,46.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,4,1,"Rain, Partially cloudy",Inc,14.0,41.4,123.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,5,1,"Rain, Partially cloudy",Inc,14.0,441.4,465.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,6,1,"Rain, Partially cloudy",Inc,14.0,1910.8,1550.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,7,1,"Rain, Partially cloudy",Inc,14.0,2129.8,1937.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,8,1,"Rain, Partially cloudy",Inc,14.0,2043.8,1968.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,9,1,"Rain, Partially cloudy",Inc,14.0,1627.0,1686.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,10,1,"Rain, Partially cloudy",Inc,14.0,1504.6,1470.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,11,1,"Rain, Partially cloudy",Inc,14.0,1592.0,1624.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,12,1,"Rain, Partially cloudy",Inc,14.0,1679.4,1690.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,13,1,"Rain, Partially cloudy",Inc,14.0,1825.8,1846.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,14,1,"Rain, Partially cloudy",Inc,14.0,2345.4,2385.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,15,1,"Rain, Partially cloudy",Inc,14.0,2663.6,2703.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,16,1,"Rain, Partially cloudy",Inc,14.0,2711.8,2590.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,17,1,"Rain, Partially cloudy",Inc,14.0,2611.8,2693.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,18,1,"Rain, Partially cloudy",Inc,14.0,2317.8,2808.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,19,1,"Rain, Partially cloudy",Inc,14.0,1588.6,1532.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,20,1,"Rain, Partially cloudy",Inc,14.0,1055.0,994.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,21,1,"Rain, Partially cloudy",Inc,14.0,831.4,908.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,22,1,"Rain, Partially cloudy",Inc,14.0,165.6,72.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,10,9,23,1,"Rain, Partially cloudy",Inc,14.0,162.6,8.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,0,2,Partially cloudy,Inc,14.5,165.6,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,1,2,Partially cloudy,Inc,14.5,118.0,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,2,2,Partially cloudy,Inc,14.5,67.0,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,3,2,Partially cloudy,Inc,14.5,68.2,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,4,2,Partially cloudy,Inc,14.5,146.4,1.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,5,2,Partially cloudy,Inc,14.5,520.2,460.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,6,2,Partially cloudy,Inc,14.5,1817.6,1668.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,7,2,Partially cloudy,Inc,14.5,2253.8,2111.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,8,2,Partially cloudy,Inc,14.5,2017.6,1973.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,9,2,Partially cloudy,Inc,14.5,1711.0,1704.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,10,2,Partially cloudy,Inc,14.5,1612.0,1616.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,11,2,Partially cloudy,Inc,14.5,1598.2,1631.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,12,2,Partially cloudy,Inc,14.5,1814.6,1689.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,13,2,Partially cloudy,Inc,14.5,1901.6,1949.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,14,2,Partially cloudy,Inc,14.5,2371.8,2413.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,15,2,Partially cloudy,Inc,14.5,2588.4,2590.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,16,2,Partially cloudy,Inc,14.5,2627.2,2481.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,17,2,Partially cloudy,Inc,14.5,2633.0,2706.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,18,2,Partially cloudy,Inc,14.5,2482.0,2771.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,19,2,Partially cloudy,Inc,14.5,1507.2,1634.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,20,2,Partially cloudy,Inc,14.5,1092.4,1121.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,21,2,Partially cloudy,Inc,14.5,883.0,983.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,22,2,Partially cloudy,Inc,14.5,633.0,4.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,11,9,23,2,Partially cloudy,Inc,14.5,314.0,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,0,3,"Rain, Partially cloudy",Inc,15.1,142.0,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,1,3,"Rain, Partially cloudy",Inc,15.1,87.6,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,2,3,"Rain, Partially cloudy",Inc,15.1,56.4,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,3,3,"Rain, Partially cloudy",Inc,15.1,53.4,2.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,4,3,"Rain, Partially cloudy",Inc,15.1,120.8,104.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,5,3,"Rain, Partially cloudy",Inc,15.1,514.2,451.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,6,3,"Rain, Partially cloudy",Inc,15.1,1809.6,1673.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,7,3,"Rain, Partially cloudy",Inc,15.1,2221.0,2087.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,8,3,"Rain, Partially cloudy",Inc,15.1,1998.2,2017.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,9,3,"Rain, Partially cloudy",Inc,15.1,1683.8,1724.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,10,3,"Rain, Partially cloudy",Inc,15.1,1622.2,1615.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,11,3,"Rain, Partially cloudy",Inc,15.1,1709.6,1697.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,12,3,"Rain, Partially cloudy",Inc,15.1,1806.0,1815.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,13,3,"Rain, Partially cloudy",Inc,15.1,1937.8,1954.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,14,3,"Rain, Partially cloudy",Inc,15.1,2404.0,2550.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,15,3,"Rain, Partially cloudy",Inc,15.1,2564.8,2675.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,16,3,"Rain, Partially cloudy",Inc,15.1,2644.8,2747.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,17,3,"Rain, Partially cloudy",Inc,15.1,2719.8,2595.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,18,3,"Rain, Partially cloudy",Inc,15.1,2321.0,2487.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,19,3,"Rain, Partially cloudy",Inc,15.1,1535.4,1787.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,20,3,"Rain, Partially cloudy",Inc,15.1,1106.0,1121.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,21,3,"Rain, Partially cloudy",Inc,15.1,860.0,981.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,22,3,"Rain, Partially cloudy",Inc,15.1,482.4,33.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,12,9,23,3,"Rain, Partially cloudy",Inc,15.1,344.6,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,0,4,Partially cloudy,Inc,16.0,224.4,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,1,4,Partially cloudy,Inc,16.0,121.2,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,2,4,Partially cloudy,Inc,16.0,86.4,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,3,4,Partially cloudy,Inc,16.0,104.2,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,4,4,Partially cloudy,Inc,16.0,245.8,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,5,4,Partially cloudy,Inc,16.0,741.4,338.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,6,4,Partially cloudy,Inc,16.0,1682.6,1643.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,7,4,Partially cloudy,Inc,16.0,2111.8,2114.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,8,4,Partially cloudy,Inc,16.0,1978.0,1857.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,9,4,Partially cloudy,Inc,16.0,1779.2,1738.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,10,4,Partially cloudy,Inc,16.0,1627.2,1691.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,11,4,Partially cloudy,Inc,16.0,1703.2,2077.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,12,4,Partially cloudy,Inc,16.0,1853.8,1998.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,13,4,Partially cloudy,Inc,16.0,2049.2,2401.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,14,4,Partially cloudy,Inc,16.0,2394.0,2745.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,15,4,Partially cloudy,Inc,16.0,2621.8,2759.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,16,4,Partially cloudy,Inc,16.0,2658.4,2803.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,17,4,Partially cloudy,Inc,16.0,2549.0,2763.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,18,4,Partially cloudy,Inc,16.0,2305.4,2693.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,19,4,Partially cloudy,Inc,16.0,1548.2,1605.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,20,4,Partially cloudy,Inc,16.0,1120.8,1078.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,21,4,Partially cloudy,Inc,16.0,898.0,1009.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,22,4,Partially cloudy,Inc,16.0,668.0,796.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,13,9,23,4,Partially cloudy,Inc,16.0,409.6,583.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,0,5,"Rain, Partially cloudy",Inc,17.0,339.0,362.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,1,5,"Rain, Partially cloudy",Inc,17.0,192.4,233.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,2,5,"Rain, Partially cloudy",Inc,17.0,137.4,160.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,3,5,"Rain, Partially cloudy",Inc,17.0,109.6,132.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,4,5,"Rain, Partially cloudy",Inc,17.0,132.0,147.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,5,5,"Rain, Partially cloudy",Inc,17.0,225.0,229.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,6,5,"Rain, Partially cloudy",Inc,17.0,699.4,669.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,7,5,"Rain, Partially cloudy",Inc,17.0,1075.8,1018.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,8,5,"Rain, Partially cloudy",Inc,17.0,1367.0,1327.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,9,5,"Rain, Partially cloudy",Inc,17.0,1669.8,1744.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,10,5,"Rain, Partially cloudy",Inc,17.0,2034.6,2175.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,11,5,"Rain, Partially cloudy",Inc,17.0,2184.2,2231.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,12,5,"Rain, Partially cloudy",Inc,17.0,2269.0,2354.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,13,5,"Rain, Partially cloudy",Inc,17.0,2219.6,2372.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,14,5,"Rain, Partially cloudy",Inc,17.0,2159.6,2232.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,15,5,"Rain, Partially cloudy",Inc,17.0,2026.8,2048.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,16,5,"Rain, Partially cloudy",Inc,17.0,1936.2,1914.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,17,5,"Rain, Partially cloudy",Inc,17.0,1759.8,1744.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,18,5,"Rain, Partially cloudy",Inc,17.0,1406.8,1460.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,19,5,"Rain, Partially cloudy",Inc,17.0,1065.2,1149.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,20,5,"Rain, Partially cloudy",Inc,17.0,851.8,905.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,21,5,"Rain, Partially cloudy",Inc,17.0,788.8,778.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,22,5,"Rain, Partially cloudy",Inc,17.0,737.2,798.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,14,9,23,5,"Rain, Partially cloudy",Inc,17.0,579.6,661.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,0,6,"Rain, Partially cloudy",Inc,16.0,354.8,387.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,1,6,"Rain, Partially cloudy",Inc,16.0,203.8,242.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,2,6,"Rain, Partially cloudy",Inc,16.0,149.0,182.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,3,6,"Rain, Partially cloudy",Inc,16.0,119.2,130.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,4,6,"Rain, Partially cloudy",Inc,16.0,127.0,136.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,5,6,"Rain, Partially cloudy",Inc,16.0,187.8,152.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,6,6,"Rain, Partially cloudy",Inc,16.0,542.2,346.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,7,6,"Rain, Partially cloudy",Inc,16.0,873.2,604.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,8,6,"Rain, Partially cloudy",Inc,16.0,1180.0,1080.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,9,6,"Rain, Partially cloudy",Inc,16.0,1607.2,1455.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,10,6,"Rain, Partially cloudy",Inc,16.0,1929.4,1743.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,11,6,"Rain, Partially cloudy",Inc,16.0,2054.6,1981.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,12,6,"Rain, Partially cloudy",Inc,16.0,2151.8,2106.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,13,6,"Rain, Partially cloudy",Inc,16.0,2148.0,2053.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,14,6,"Rain, Partially cloudy",Inc,16.0,2068.8,2051.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,15,6,"Rain, Partially cloudy",Inc,16.0,1961.6,1919.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,16,6,"Rain, Partially cloudy",Inc,16.0,1856.2,1717.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,17,6,"Rain, Partially cloudy",Inc,16.0,1659.2,1594.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,18,6,"Rain, Partially cloudy",Inc,16.0,1348.0,1282.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,19,6,"Rain, Partially cloudy",Inc,16.0,1051.0,1166.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,20,6,"Rain, Partially cloudy",Inc,16.0,902.8,912.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,21,6,"Rain, Partially cloudy",Inc,16.0,757.4,660.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,22,6,"Rain, Partially cloudy",Inc,16.0,550.2,20.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,Weekend,15,9,23,6,"Rain, Partially cloudy",Inc,16.0,401.6,1.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,0,0,"Rain, Partially cloudy",Inc,16.0,85.8,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,1,0,"Rain, Partially cloudy",Inc,16.0,57.0,2.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,2,0,"Rain, Partially cloudy",Inc,16.0,33.2,1.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,3,0,"Rain, Partially cloudy",Inc,16.0,26.8,1.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,4,0,"Rain, Partially cloudy",Inc,16.0,84.8,1.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,5,0,"Rain, Partially cloudy",Inc,16.0,474.2,442.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,6,0,"Rain, Partially cloudy",Inc,16.0,1767.0,1615.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,7,0,"Rain, Partially cloudy",Inc,16.0,2196.6,2133.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,8,0,"Rain, Partially cloudy",Inc,16.0,1952.8,2000.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,9,0,"Rain, Partially cloudy",Inc,16.0,1588.2,1700.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,10,0,"Rain, Partially cloudy",Inc,16.0,1457.6,1507.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,11,0,"Rain, Partially cloudy",Inc,16.0,1533.0,1571.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,12,0,"Rain, Partially cloudy",Inc,16.0,1652.2,1628.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,13,0,"Rain, Partially cloudy",Inc,16.0,1723.2,1800.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,14,0,"Rain, Partially cloudy",Inc,16.0,2210.4,2417.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,15,0,"Rain, Partially cloudy",Inc,16.0,2686.2,2662.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,16,0,"Rain, Partially cloudy",Inc,16.0,2670.4,2766.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,17,0,"Rain, Partially cloudy",Inc,16.0,2604.6,2748.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,18,0,"Rain, Partially cloudy",Inc,16.0,2355.6,2381.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,19,0,"Rain, Partially cloudy",Inc,16.0,1300.0,1368.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,20,0,"Rain, Partially cloudy",Inc,16.0,926.8,902.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,21,0,"Rain, Partially cloudy",Inc,16.0,724.8,748.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,22,0,"Rain, Partially cloudy",Inc,16.0,351.2,8.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,16,9,23,0,"Rain, Partially cloudy",Inc,16.0,203.4,2.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,17,9,0,1,"Rain, Overcast",Inc,18.5,124.6,2.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,17,9,1,1,"Rain, Overcast",Inc,18.5,89.0,1.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,17,9,2,1,"Rain, Overcast",Inc,18.5,48.4,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,17,9,3,1,"Rain, Overcast",Inc,18.5,48.8,0.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,17,9,4,1,"Rain, Overcast",Inc,18.5,203.2,21.0
1610013,26815.0,29625.0,30355.0,29927.0,31569.0,SchoolDay,17,9,5,1,"Rain, Overcast",Inc,18.5,425.4,450.0
